,business_id,name,city,state,stars,review_count,categories
737,EoqBNRNwwDOTaBrjErWVtQ,AnyTech CA,Santa Barbara,CA,4.5,19,"Local Services, Security Systems, IT Services & Computer Repair, Home Services, Electronics Repair, Home Network Installation, Home Theatre Installation"
738,cOoTIQ0RcudE1R5aRVZzdw,The Garden Market,Carpinteria,CA,3.5,92,"Delis, Restaurants, Grocery, American (New), Cafes, Coffee & Tea, Beer, Wine & Spirits, Food"
739,ZDX05cz4vVxLL4zzDcig_w,Tesla Supercharger - Santa Barbara,Santa Barbara,CA,4.5,5,"Automotive, EV Charging Stations"
740,M-GMA5wbpjusPT04_zg4PA,Stardust Sportfishing,Santa Barbara,CA,4.5,48,"ATV Rentals/Tours, Hotels & Travel, Tours, Fishing, Active Life, Boating"
741,rhsp_5-lSXLzSmS8DqGqpA,Nicole Morgan Training,Santa Barbara,CA,5.0,5,"Active Life, Trainers, Fitness & Instruction"
742,tSZPfgKQiCYImyr_qyNweQ,Smitty's Towing,Goleta,CA,3.5,76,"Automotive, Auto Repair, Towing, Auto Parts & Supplies, Roadside Assistance"
743,ZQa4feJ9ZlTti4hyp-bWKw,Cal-Orchid,Santa Barbara,CA,4.0,15,"Shopping, Nurseries & Gardening, Home & Garden"
744,W0hAAfpPXz6xngWv-hNbeA,T-Mobile,Goleta,CA,4.0,9,"Shopping, Mobile Phone Accessories, Electronics, Mobile Phones, Local Services, Telecommunications, IT Services & Computer Repair"
745,DYA-yD72qtLKj9gK9qyj1Q,Lewis & Clark,Santa Barbara,CA,4.0,29,"Home Decor, Antiques, Jewelry, Shopping, Home & Garden"
746,gSgf3DfVWaAoC1FGSySaZA,Good Management,Santa Barbara,CA,1.0,8,"Real Estate, Home Services, Property Management"
747,8sf9kv6O4GgEb0j1o22N1g,Santa Barbara Honda,Goleta,CA,3.0,165,"Auto Repair, Automotive, Car Dealers"
748,DjhBDfbQ7tfMlu_FbHZsXg,Believe Eyes,Santa Barbara,CA,4.5,6,"Beauty & Spas, Hair Removal, Eyelash Service, Waxing, Skin Care"
749,L8rhRyXtpq2nCE0il1KN_g,Coral Tree Cafe,Santa Barbara,CA,3.0,28,"Cafes, Burgers, Sandwiches, Restaurants"
750,-06ngMH_Ejkm_6HQBYxB7g,Stewart's De Rooting & Plumbing,Santa Barbara,CA,4.0,25,"Plumbing, Home Services"
751,cQFaUkvUyILSCd3vqhgJMg,Santa Barbara Maritime Museum,Santa Barbara,CA,4.5,26,"Tours, Arts & Entertainment, Museums, Hotels & Travel"
752,sZHLbLnw1vwHF1xDzuV1iw,Foley Food and Wine Society Tasting Room,Santa Barbara,CA,4.5,11,"Wine Tasting Room, Tasting Classes, Bars, Wineries, Wine Bars, Tours, Food, Education, Wine Tasting Classes, Restaurants, Hotels & Travel, Nightlife, Barbeque, Wine Tours, Arts & Entertainment"
753,kdowTW3-5Qcr8je9LgItKQ,Little Dom's Seafood,Carpinteria,CA,4.0,95,"Restaurants, American (New), Seafood, Italian, Pizza"
754,hdkbH5JMKB8QYkEjl0mLZg,Saunders Law Office,Santa Barbara,CA,5.0,5,"Wills, Trusts, & Probates, Professional Services, Estate Planning Law, Legal Services, Tax Law, Lawyers"
755,iN8PdSkfVb6y83Pg8F9w9w,Letter Perfect Stationery,Santa Barbara,CA,3.5,21,"Flowers & Gifts, Arts & Crafts, Shopping, Event Planning & Services, Cards & Stationery, Florists, Wedding Planning"
756,JYhsqscSETHckYeqjGZ5Yg,1-800-GOT-JUNK? Santa Barbara,Santa Barbara,CA,4.5,14,"Local Services, Junk Removal & Hauling"
757,kob5T-daDXJBlGuR5QH2XQ,Upper Cervical Care of Santa Barbara,Santa Barbara,CA,4.5,8,"Chiropractors, Medical Centers, Health & Medical"
758,E8tiSAB6O4TPeVdKR0K5Ug,Rusty's Pizza Parlor,Santa Barbara,CA,3.0,89,"Pizza, Restaurants, Chicken Wings, Salad, Sandwiches"
759,Sf6I1wpzVAZFxCQSAUkbZA,United Family Association Thrift Shoppe,Santa Barbara,CA,3.0,33,"Shopping, Thrift Stores"
760,KeOd6xbjC_XGQ4TnwVNC-A,Goleta Motors,Goleta,CA,2.5,22,"Car Dealers, Automotive"
761,oiiIh53Xm1K1y9q-FQqdGw,Santa Barbara Signs & Graphics,Santa Barbara,CA,4.5,14,"Local Services, Graphic Design, Professional Services, Signmaking, Printing Services"
762,bCuerAupbA6RytDqPkSyQw,Santa Barbara Plastic Surgery Center,Santa Barbara,CA,4.0,23,"Cosmetic Surgeons, Doctors, Plastic Surgeons, Health & Medical"
763,RtAt4MobyEXZDXCx7oYs0Q,Blue Casa Communications,Santa Barbara,CA,1.0,5,"Professional Services, Home Services, Internet Service Providers"
764,M3LZKA-tVFRJyPeKA3_2OA,Merci To Go,Santa Barbara,CA,4.5,9,"Food, Cafes, Bakeries, Restaurants"
765,mll4kf6HUHOu5AThf0GJYQ,Coast Tires and Service,Santa Barbara,CA,4.0,28,"Automotive, Auto Repair, Tires"
766,xjtZ_GJIsZSwFjAwsTke2Q,University Chevron,Goleta,CA,2.0,24,"Automotive, Gas Stations"
767,_PZGrevgQ_YBdX5CUl5IdA,AA Appliance Repair,Santa Barbara,CA,3.5,13,"Home & Garden, Appliances & Repair, Kitchen & Bath, Shopping, Appliances, Local Services"
768,CUWituEeIX3xA0xU7X82Ow,Brasil Arts Cafe,Santa Barbara,CA,4.0,360,"Juice Bars & Smoothies, Breakfast & Brunch, Brazilian, Restaurants, Food, Salad, Acai Bowls"
769,tpRUwSO56F2xTxzE04jqhg,Greyhound Bus Lines,Santa Barbara,CA,1.0,20,"Public Transportation, Transportation, Hotels & Travel"
770,o5t5scyeeW-Fm6TzqSB4IA,Paratus Training,Santa Barbara,CA,5.0,19,"Active Life, Guns & Ammo, Firearm Training, Shopping, Education, Specialty Schools, Gun/Rifle Ranges"
771,wfxVRy34JxwuB_FywhpPqw,Sansum Clinic -Dermatology,Santa Barbara,CA,2.0,5,"Medical Centers, Doctors, Health & Medical, Dermatologists"
772,xNTGbqcVMtrXdVzyHJLbfg,Carpinteria Eye Care,Carpinteria,CA,4.5,6,"Shopping, Health & Medical, Optometrists, Sunglasses, Eyewear & Opticians"
773,f1x-eHZeUf2fHVAQmWSdeg,Reed Floors & Interiors,Santa Barbara,CA,4.0,14,"Contractors, Home Services, Interior Design, Shopping, Flooring, Kitchen & Bath, Home & Garden"
774,QfSn3aWBRi96J1G0nEfF5A,Doggy Boot Camp,Santa Barbara,CA,4.5,17,"Pet Training, Pet Services, Pets"
775,A0yCXlAhLaL3OoM6W0Lxbg,Bucks Movers,Santa Barbara,CA,5.0,7,"Crane Services, Packing Supplies, Local Services, Home Services, Packing Services, Movers, Machine & Tool Rental, Shopping, Self Storage, Shipping Centers"
776,IlsxlSUl9-s3PmiVzVKGzg,White & Grube Orthodontist,Santa Barbara,CA,5.0,36,"Orthodontists, Dentists, Health & Medical"
777,juXYIYmUcZnnchS5IA4AJw,Edward The Fix It Guy,Santa Barbara,CA,4.5,14,"Handyman, Home Services"
778,-1ze-oWDnrGAzvAg56QXUA,GraphicInk,Goleta,CA,5.0,12,"Signmaking, Web Design, Screen Printing/T-Shirt Printing, Professional Services, Local Services, Graphic Design, Printing Services"
779,U4l6D776QobZBWrRSzNh9g,Onyx And Redwood,Santa Barbara,CA,5.0,28,"Venues & Event Spaces, Wedding Planning, Party & Event Planning, Party Equipment Rentals, DJs, Event Planning & Services"
780,6l8wXUw3IfgTNqMnWHmY6g,All Heart Rentals,Goleta,CA,4.5,8,"Party Supplies, Party Equipment Rentals, Event Planning & Services"
781,7sfcBZE-sXSUWfdITZqf0w,Spearmint Rhino Gentlemen's Club,Santa Barbara,CA,2.5,30,"Adult Entertainment, Strip Clubs, Nightlife"
782,n66mhHJpXftCUW9vXqeZwQ,Ulta Beauty,Goleta,CA,3.0,126,"Beauty & Spas, Skin Care, Hair Salons, Cosmetics & Beauty Supply, Shopping"
783,Zs_wQ6qpM0GPC8iHKxa32w,Deep Tissue Massage Center,Santa Barbara,CA,5.0,12,"Beauty & Spas, Health & Medical, Massage"
784,Yrm8jXEPnwd8d3obDml7Pg,Rhino Cleaning Co,Santa Barbara,CA,4.0,20,"Office Cleaning, Professional Services, Home Services, Home Cleaning, Window Washing"
785,AgiBcv5rKdV9QIO5yF7w8g,Harbor of Santa Barbara Inc,Santa Barbara,CA,3.5,5,"Active Life, Restaurants, Boating"
786,YiHgfrVFMIXO4JGONY2a8w,Hot Spring Trail,Montecito,CA,4.5,15,"Hiking, Active Life"
787,F4F-jm3vmeQ38nxXViw_hA,Magnolia Barber Shop,Santa Barbara,CA,4.5,41,"Barbers, Beauty & Spas"
788,DthuEsB0WC9-UQi0YbBEuA,"Jeffrey S. Sager,  MD",Santa Barbara,CA,5.0,5,"Doctors, Health & Medical, Concierge Medicine, Pulmonologist"
789,G8wRT1dpNhvPH7LsyS1XLw,Toast Design Studio,Santa Barbara,CA,5.0,10,"Florists, Flowers & Gifts, Event Planning & Services, Party & Event Planning, Shopping"
790,h1dIK5GAF2umsAj_63fBcQ,Foot & Ankle Concepts,Santa Barbara,CA,3.5,36,"Sports Medicine, Doctors, Orthotics, Podiatrists, Health & Medical"
791,npp3o9BE0ZfDN-SBkXfmhw,Jackson Medical Group,Goleta,CA,3.0,7,"Doctors, Physical Therapy, Dermatologists, Health & Medical, Family Practice, Urgent Care, Medical Centers, Internal Medicine, Obstetricians & Gynecologists"
792,LBqpZwPJ4vKel_Sh31PSnA,SB 805 Window Cleaning,Santa Barbara,CA,5.0,25,"Home Services, Window Washing"
793,xtPCGIadQN8Wn49NT4nANw,Party Central Photo Booth,Santa Barbara,CA,5.0,15,"Event Planning & Services, Event Photography, Photographers, Party Equipment Rentals, Photo Booth Rentals"
794,qzgpbJxeNW_1q0L-H8Eggw,Hazards Cycle Sport,Santa Barbara,CA,4.5,69,"Shopping, Local Services, Bike Repair/Maintenance, Bikes, Sporting Goods"
795,obQDNdz0aUynbz60MxtWqQ,Madame Rosinka’s Intuitive Readings by Gina,Santa Barbara,CA,4.5,10,"Meditation Centers, Fitness & Instruction, Active Life, Shopping, Astrologers, Spiritual Shop, Arts & Entertainment, Professional Services, Life Coach, Psychic Mediums, Health & Medical, Supernatural Readings, Reiki, Psychics"
796,ijJvDdm5AwC1SsDsq---uQ,Bream Optometry,Goleta,CA,4.0,54,"Health & Medical, Optometrists, Eyewear & Opticians, Shopping, Doctors"
797,nKC61GKVhlEm1KsOMCwLoQ,Tru Beauty Lash Make-up Wax Bar,Santa Barbara,CA,4.5,18,"Skin Care, Hair Removal, Eyelash Service, Waxing, Shopping, Hair Salons, Beauty & Spas, Makeup Artists, Cosmetics & Beauty Supply"
798,lfg-07REKKzkrUcxloBKVQ,Isla Vista Laundromat,Santa Barbara,CA,3.5,22,"Dry Cleaning & Laundry, Local Services, Laundromat, Laundry Services"
799,cxwLQ1dhonl4Q3ektY_MTg,Acme Detection,Santa Barbara,CA,5.0,11,"Plumbing, Home Services, Contractors"
800,zRWhcNF3AVuB3ti7V4t88g,EOS Lounge,Santa Barbara,CA,4.5,325,"Lounges, Venues & Event Spaces, Bars, Nightlife, Event Planning & Services, Dance Clubs"
801,49lnjHiM8u85lrGjd-T4jQ,SBNC: Goleta Neighborhood Dental Clinic,Goleta,CA,3.5,5,"Health & Medical, Dentists, General Dentistry, Cosmetic Dentists, Pediatric Dentists"
802,dxY4aBTtcJi_fSAf3XyqEQ,Rite Aid,Carpinteria,CA,3.5,8,"Shopping, Convenience Stores, Food, Drugstores"
803,EPjWfixb8L_Kmn6_KR0wjg,Cory Motors,Santa Barbara,CA,4.0,26,"Auto Repair, Automotive"
804,8r_n8JdKQ0gePm2neSkL7A,Sushi Ai,Goleta,CA,3.0,223,"Sushi Bars, Restaurants, Japanese"
805,E1R-xslwl7XeTN5lQ7mWPg,Little Kitchen,Santa Barbara,CA,4.5,272,"Breakfast & Brunch, Diners, Nightlife, Restaurants, Comfort Food, American (New), Burgers, Salad"
806,kF7bucErVjtGNorI_T_T3w,9Round Fitness,Goleta,CA,4.5,11,"Active Life, Fitness & Instruction, Health & Medical, Nutritionists, Martial Arts, Gyms, Trainers, Kickboxing"
807,PADkJd3e1Y5ceITwO1SqGw,"Robert James Cutter, Lac, Lmt",Santa Barbara,CA,5.0,5,"Acupuncture, Massage, Beauty & Spas, Massage Therapy, Health & Medical"
808,LR6rFmqGRDFRKbkGrPQBKg,Victor The Florist,Santa Barbara,CA,3.5,34,"Shopping, Event Planning & Services, Florists, Flowers & Gifts, Floral Designers"
809,Zr78eDGJRBu3TQVVCH3MCg,Cardigans,Santa Barbara,CA,4.5,19,"Education, Art Classes, Knitting Supplies, Shopping"
810,t08G_MSwHGMBUlCp1I5BUQ,Sunset Kidd Sailing Cruises and Whale Watching,Santa Barbara,CA,4.5,86,"Boating, Active Life, Hotels & Travel, Boat Charters, Event Planning & Services, Tours, Whale Watching Tours"
811,jzB7yCY5MX_7TOB-1nT6yA,Cynthia Fisher,Santa Barbara,CA,3.5,6,"Hair Salons, Beauty & Spas, Blow Dry/Out Services, Hair Stylists"
812,YgkikUKkJcrTP9vB6-FEsA,Reiki By Rachel- Be the Lotus,Summerland,CA,5.0,13,"Health & Medical, Naturopathic/Holistic, Reiki, Doctors"
813,YGgGefpPTFhgthvQvMAGoQ,Lito's Take  Out,Santa Barbara,CA,4.0,286,"Food, Mexican, Restaurants, Seafood, Desserts"
814,4y-x55zF4GrCGXjtsAew0w,Santa Barbara Beach Yoga,Santa Barbara,CA,5.0,10,"Event Planning & Services, Active Life, Dance Studios, Silent Disco, Yoga, Fitness & Instruction"
815,F8XzLz-Xn9rxypGLmg5lRg,Petit Bibi,Santa Barbara,CA,5.0,45,"Beauty & Spas, Hair Salons, Hair Stylists"
816,tC7NTR33UP7QafxBcKxv-g,Coastal Properties,Santa Barbara,CA,4.0,8,"Property Management, Real Estate, Home Services, Hotels & Travel, Real Estate Services, Vacation Rentals"
817,PjdptzCf6Ep1J8N8XCdvXA,Lovebird Boutique & Jewelry Bar,Santa Barbara,CA,5.0,9,"Shopping, Fashion, Women's Clothing, Jewelry, Shoe Stores, Accessories"
818,2pBNVsJo3a3CPbInUu9lvQ,Char West,Santa Barbara,CA,3.0,134,"Restaurants, Fish & Chips, Food, Seafood, American (Traditional), Fast Food, Coffee & Tea, Breakfast & Brunch"
819,WKFEr8ISNCQkUaJFdbBREg,Sol et Luna,Santa Barbara,CA,5.0,6,"Health & Medical, Beauty & Spas, Massage, Massage Therapy"
820,pWoXaLokwdPD7nLYl1ffaA,AAA - Automobile Club of Southern California,Santa Barbara,CA,4.0,44,"Life Insurance, Towing, Financial Services, Roadside Assistance, Insurance, Automotive, Auto Insurance, Hotels & Travel, Registration Services, Travel Services"
821,P7GDMZ-OOSZLJ-mTvI_klA,Divine Hair Studio,Santa Barbara,CA,5.0,21,"Hair Removal, Makeup Artists, Waxing, Hair Salons, Beauty & Spas"
822,O44vjzXl9m2hplpkXpWS-w,A to Z Roofing,Goleta,CA,4.0,10,"Gutter Services, Roof Inspectors, Roofing, Home Services, Professional Services"
823,7pkt2nUAjwMqDza0Ia9GPA,Metro Clean,Santa Barbara,CA,5.0,5,"Carpet Cleaning, Local Services"
824,AVjBsvL3cuV21AMuEYKnsw,Douglas E Wilson Plumbing,Santa Barbara,CA,5.0,5,"Home Services, Plumbing"
825,1J0NIfmrSuV72KzhmYFxMA,Pane E Vino,Montecito,CA,4.0,77,"Restaurants, Italian"
826,SYp2hxDzYx1nnJMPg5KBYA,Eco Carpet Cleaning,Santa Barbara,CA,3.0,11,"Window Washing, Carpet Cleaning, Home Services, Home Cleaning, Local Services"
827,z6I4QVP1M1HXETgwD92XHg,Olio E Limone Ristorante,Santa Barbara,CA,4.0,488,"Restaurants, Italian"
828,_T8tOBDr3NKNxd0yl5GwjA,Starbucks,Goleta,CA,3.0,113,"Coffee & Tea, Restaurants, Food"
829,XVmE1qvc2pMKTabaAktSMA,Macomber Karate Martial Arts,Goleta,CA,5.0,8,"Martial Arts, Fitness & Instruction, Active Life, Karate, Self-defense Classes"
830,3C0qPolJKgHuBQGgvgOYYw,US Post Office,Santa Barbara,CA,2.0,34,"Post Offices, Public Services & Government, Shipping Centers, Local Services, Mailbox Centers"
831,XkveGZ8pr9TL5bZCqmzuhA,Hustle & Grind Coffee Company,Santa Barbara,CA,4.5,50,"Coffee & Tea, Food, Ice Cream & Frozen Yogurt, Restaurants, Cafes"
832,R25W_kKKvuZ-HTNKvMB_RA,Keota's Hair Design,Santa Barbara,CA,5.0,43,"Beauty & Spas, Hair Salons, Skin Care, Nail Salons, Hair Removal, Eyelash Service, Waxing"
833,ZYqNIWch6Ik9wLZCa1hxkw,Tacos Pipeye,Santa Barbara,CA,4.5,171,"Mexican, Restaurants"
834,bA0vBB4ztXjzM4SVA8balQ,CVS Pharmacy,Goleta,CA,2.0,64,"Shopping, Convenience Stores, Pharmacy, Health & Medical, Drugstores, Food"
835,-HCm7yAyNQKetrT0hq-LlA,The Art Of Consignment,Santa Barbara,CA,4.5,13,"Home & Garden, Arts & Entertainment, Art Galleries, Fashion, Thrift Stores, Shopping, Antiques, Used, Vintage & Consignment, Home Decor, Furniture Stores"
836,Ce6B2-CYAjGvRZe3GKyxYA,Rusty's Pizza Parlor,Santa Barbara,CA,3.0,124,"Restaurants, Pizza, Salad, Chicken Wings"
837,MX2YGruhd0sMNHZGK7p5-Q,Bella Vista,Santa Barbara,CA,4.0,261,"Restaurants, American (New), Italian, Breakfast & Brunch, Seafood"
838,-loV4cB2Uh9TCltTRgGzWQ,Renaud's Patisserie & Bistro,Santa Barbara,CA,4.0,379,"Coffee & Tea, Breakfast & Brunch, Restaurants, French, Salad, Sandwiches, Desserts, Bakeries, Food"
839,OevgFa-maNijC2anmt1_mQ,Holiday Inn Express Santa Barbara,Santa Barbara,CA,3.5,195,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces"
840,ZjyTmpOdp7v_7Un8rdgRWA,The Sportsman,Santa Barbara,CA,4.0,44,"Bars, Nightlife, Dive Bars, Sports Bars, Lounges"
841,RpF-cguEn5yphgcimKUTMg,Dermatology Associates,Santa Barbara,CA,2.5,6,"Dermatologists, Doctors, Cosmetic Surgeons, Health & Medical"
842,3acwGm1geqXEDdx5QuZTrA,Events by Stella Mare's,Santa Barbara,CA,4.5,10,"Event Planning & Services, Venues & Event Spaces"
843,WByH2R8c3tnWDO_gdN5hPg,"Alejandro Roberto Soffici, MD",Santa Barbara,CA,3.5,26,"Health & Medical, Doctors, Obstetricians & Gynecologists"
844,5qLvzRfwZltwNaIAzjZZXg,Prestige Hand Car Wash,Santa Barbara,CA,2.5,102,"Auto Detailing, Automotive, Car Wash"
845,BC1tuXrnEXxw6UtUHNWBgw,Lucky Coin Laundry,Goleta,CA,3.0,27,"Laundry Services, Local Services, Dry Cleaning & Laundry, Laundromat"
846,mPKqBWLSD8wxJLJ_4juY2w,Chocolate Maya,Santa Barbara,CA,4.5,159,"Education, Food, Chocolatiers & Shops, Specialty Food, Special Education, Desserts"
847,p6yHZaiijFq4b4P3sYSRjA,Merci Montecito,Montecito,CA,4.5,34,"Bakeries, Food, Breakfast & Brunch, Cafes, Restaurants"
848,nnn78cplvQGZSMVblpI5gQ,Mandarin Palace,Santa Barbara,CA,3.0,229,"Chinese, Restaurants"
849,tnoUVvJZRPcawXl2gTlWpQ,Jaffurs Wine Cellars,Santa Barbara,CA,4.5,68,"Arts & Entertainment, Wineries, Food"
850,Sa1G0j7YGs0mSa-mU4tvgg,Carl's Jr,Carpinteria,CA,2.5,45,"Burgers, Restaurants, Fast Food"
851,8LFHICcUBi-j_kt4b2aVsQ,Elite Movers & Packing Services,Summerland,CA,5.0,45,"Home Services, Local Services, Packing Services, Junk Removal & Hauling, Movers"
852,cwlb6kWIbGyeH5PteEP32g,Party Time Supplies & Dollar Store,Santa Barbara,CA,4.0,11,"Event Planning & Services, Party Supplies"
853,rpehq3dpmERP8wWqX2zS_Q,Carpinteria T-Shirt Company,Carpinteria,CA,4.0,8,"Children's Clothing, Women's Clothing, Fashion, Customized Merchandise, Shopping"
854,okc-iCgWvKGa1DfQSOh1Ig,Milpas Taqueria,Santa Barbara,CA,4.0,10,"Mexican, Restaurants"
855,spRrhARsgEUeVvqlYg4w0Q,"Richard Davis, DDS",Santa Barbara,CA,4.5,18,"General Dentistry, Oral Surgeons, Cosmetic Dentists, Health & Medical, Dentists"
856,pAaK7EHmzwxm55T_jHuPjQ,Federal Drug Co.,Santa Barbara,CA,4.0,23,"Shopping, Drugstores"
857,zNlJxBcmLPooXY9N2iH_6w,Arroyo Burro Beach,Santa Barbara,CA,4.5,251,"Parks, Beaches, Active Life"
858,zNF-EjzMwBBGEXwXavBnQA,Mission Security & Patrol,Santa Barbara,CA,4.0,5,"Event Planning & Services, Professional Services, Security Services, Venues & Event Spaces"
859,tLqSMVMoKySEbeq6xhXXPQ,Vine Vera,Santa Barbara,CA,1.5,12,"Shopping, Beauty & Spas, Cosmetics & Beauty Supply"
860,qqwoRPrvqu23Lx-CzEMYAg,American Document Destruction,Sparks,CA,5.0,26,"Professional Services, Recycling Center, Shredding Services, Local Services"
861,1H6NGndkkuVZuWEuHP9nyg,Santa Barbara Wedding Coordinator,Carpinteria,CA,5.0,34,"Wedding Planning, Event Planning & Services"
862,iP5pLqJzTUz6ZkVtXzYjHA,"Ruby & Rochon, DDS",Santa Barbara,CA,4.5,27,"Health & Medical, Pediatric Dentists, Dentists"
863,YiacEsqs00x-Gsa4t9_DDA,Romina Murillo Makeup Artistry,Santa Barbara,CA,5.0,17,"Beauty & Spas, Makeup Artists"
864,RinR1865XHv3VcYyvZsjdg,Santa Barbara Sub-Zero Refrigerator Repairs,Santa Barbara,CA,5.0,12,"Local Services, Appliances & Repair"
865,eDy5D_bYqDsoNwqqfd9ngA,Ann Johnson Events,Santa Barbara,CA,4.5,13,"Event Planning & Services, Wedding Planning"
866,U-caAdfAVK7WpUlbGX6sqQ,Santa Barbara Mobile Notary,Santa Barbara,CA,4.5,14,"Notaries, Real Estate, Local Services, Home Services, Real Estate Services, Professional Services, Legal Services"
867,BIab0FUvD60EipApxzs4RQ,Dioji K-9 Resort & Athletic Club,Santa Barbara,CA,5.0,56,"Pets, Pet Groomers, Pet Stores, Pet Services, Pet Sitting, Pet Boarding"
868,2WmByNqJqnb4-3KhhX6cTA,El Paseo Courtyard & Street of Spain,Santa Barbara,CA,4.0,6,"Landmarks & Historical Buildings, Public Services & Government, Historical Tours, Local Flavor, Tours, Hotels & Travel"
869,F4cezLy3xwbzCXG4lww74w,Saturno Home Inspection,Kings Beach,CA,5.0,12,"Home Services, Real Estate Services, Real Estate, Home Inspectors"
870,rbT-MIIvpSQYmnADue9xKA,Best Western Plus Carpinteria Inn,Carpinteria,CA,3.0,292,"Hotels & Travel, Event Planning & Services, Hotels"
871,klD3mingqiMUB7ZGB1ySiA,Sleep Number,Santa Barbara,CA,2.5,5,"Shopping, Furniture Stores, Home & Garden, Mattresses, Home Decor"
872,rhMEQnUQ8r4-31o8R1evjQ,West Films,Santa Barbara,CA,5.0,5,"Event Photography, Photographers, Professional Services, Video/Film Production, Videographers, Event Planning & Services"
873,nqPWDvSRm7llnymaSKxW5Q,"Calvin Kim, DMD",Goleta,CA,4.5,54,"General Dentistry, Health & Medical, Cosmetic Dentists, Dentists"
874,tGQytMbOXDdZS_OSK9hkBw,Louie's California Bistro,Santa Barbara,CA,4.0,149,"Restaurants, Sandwiches, American (New)"
875,sEUD2cX25XqHSBbmFqcrUA,"Bruce Akoni Yong, DC",Santa Barbara,CA,4.5,10,"Sports Medicine, Doctors, Chiropractors, Health & Medical"
876,WWVw3g_n2ik8yp1Xlh3qEQ,Mi Fiesta Liquor,Santa Barbara,CA,3.5,6,"Beer, Wine & Spirits, Food"
877,JtWiy1zIksf9vhYyx6Ytqw,Pet House,Goleta,CA,4.5,41,"Pet Stores, Pets"
878,tUpS1ztCfz7Q13-ZL-lCIQ,Summit Gasoline,Santa Barbara,CA,2.5,5,"Gas Stations, Automotive"
879,TYUI6xRfoR23ssBZr7dLaA,Montecito Concierge Medicine,Santa Barbara,CA,5.0,13,"Concierge Medicine, Health & Medical, Doctors, Internal Medicine"
880,lkLTSknBEvbLGwwc1lQRlQ,Inn by the Harbor,Santa Barbara,CA,4.0,133,"Hotels, Hotels & Travel, Event Planning & Services"
881,XSL9RuLwRTyhNUwUo7WAPw,Starbucks,Santa Barbara,CA,2.0,18,"Food, Coffee & Tea"
882,e-ta9u8aP3EuAsMwz8csAw,Ace Appliance Service,Santa Barbara,CA,4.0,11,"Local Services, Appliances & Repair"
883,RYjDeDOx9eBJofu0CbPvXw,Cut Me Some Slack,Santa Barbara,CA,5.0,7,"Beauty & Spas, Hair Salons"
884,wMG7vnGBKo-xWkV8FSMecA,Meineke Car Care Centers,Santa Barbara,CA,3.0,131,"Auto Repair, Tires, Oil Change Stations, Automotive"
885,I7tLQ1YEJjcN16josIx6Dw,Panino,Goleta,CA,3.5,63,"Sandwiches, Delis, Restaurants, Soup, Salad, Food"
886,UjRfnT_EuZoz9bmzX38mSg,Rattlesnake Canyon,Mission Canyon,CA,4.5,19,"Hiking, Active Life"
887,RKuAfE06rDcetvOTI5MbbA,Taqueria El Buen Gusto,Santa Barbara,CA,4.5,88,"Tacos, Restaurants, Mexican"
888,d2wMNBfJQ9aiAGeop-HMOw,David Watkins Design,Santa Barbara,CA,4.5,7,"Interior Design, Real Estate, Professional Services, Home Services, Architects"
889,V0SSA36N_FpGaikuo4H7hQ,Isla Vista Food Cooperative,Goleta,CA,4.5,86,"Grocery, Specialty Food, Food, Health Markets, Local Services, Community Service/Non-Profit"
890,gMyj3DKvZJrMzuXv1p64GA,De La Vina Liquor,Santa Barbara,CA,3.0,5,"Food, Beer, Wine & Spirits"
891,u39nPsKobbBm22tsjHX7bQ,Rooms & Gardens,Santa Barbara,CA,4.0,12,"Home & Garden, Shopping, Furniture Stores"
892,PRbGgG9So6TZaaKcQbybqg,MacMechanic,Santa Barbara,CA,4.5,91,"Local Services, Data Recovery, Shopping, Education, IT Services & Computer Repair, Electronics Repair, Mobile Phone Repair, Specialty Schools, Computers"
893,myZ_JfNf8bOp6lLrDY9QHA,Conditioning Specialists,Santa Barbara,CA,5.0,5,"Fitness & Instruction, Beauty & Spas, Gyms, Health & Medical, Nutritionists, Massage, Active Life, Weight Loss Centers, Trainers"
894,QIXcFXIxxvUZvx_M8aZB9w,Duke's Boxing and Fitness,Isla Vista,CA,4.0,8,"Fitness & Instruction, Martial Arts, Gyms, Active Life, Boxing"
895,wESxUpe3g1CVZ5VleisVLg,Advanced Chiropractic Group,Santa Barbara,CA,4.5,28,"Pain Management, Massage Therapy, Doctors, Sports Medicine, Health & Medical, Chiropractors"
896,6yaJPLJZyyoELd2lj5JgjQ,Reid's Appliances,Santa Barbara,CA,4.0,31,"Shopping, Appliances, Appliances & Repair, Home & Garden, Local Services"
897,Ch6O9z9_hHDACROLTr2JUQ,European Deli Market,Santa Barbara,CA,4.5,45,"Delis, Food, Restaurants, Grocery"
898,9FrFHY2dwkDKhddGxpx36w,Figueroa Street Complete Auto Care,Santa Barbara,CA,4.5,75,"Oil Change Stations, Automotive, Auto Repair, Tires"
899,yMe-KX5-Gr1TGR7UhG8Gaw,Don's Heating & Air Conditioning,Santa Barbara,CA,4.5,9,"Heating & Air Conditioning/HVAC, Home Services"
900,wB55qmZGyJ9r8pyhoZ5ydA,OxtonStaabGans Attorneys,Santa Barbara,CA,4.5,9,"Divorce & Family Law, Professional Services, Lawyers, Estate Planning Law, General Litigation"
